battery_id,filename,capacity,ambient_temperature,voltage_mean,voltage_min,voltage_std,current_mean,current_std,current_min,temp_mean,temp_max,temp_std,duration,voltage_load_mean,cycle_number,initial_capacity,capacity_drop,capacity_drop_pct,voltage_range,temp_rise,power_mean,energy_delivered,efficiency_proxy,stress_label,health_score,RUL,efficiency_score
B0005,05122.csv,1.8564874208181568,24,3.52982866886934,2.612467347907089,0.2365582361664671,-1.8187019641679727,0.5950584036965106,-2.0180146876333027,32.572328114029,38.98218133148803,3.495804364444764,3690.234,2.404944162436548,1,1.8564874208181568,0.0,0.0,0.9173613209622512,6.40985321745903,6.419706333249089,6.5806162724919774,3.5446597691418185,Low,100.0,167,38.86
B0005,05124.csv,1.846327249719927,24,3.5373201277859714,2.587208728940726,0.2353661208702503,-1.817559850661287,0.5967037718608691,-2.016820542901454,32.72523522519307,39.03339796678704,3.4355094885337065,3672.344,2.399260204081633,2,1.8564874208181568,0.0101601710982297,0.5472792858328203,0.9501113988452454,6.308162741593975,6.429291043199834,6.558491218541292,3.552182431113532,Low,99.45,166,38.94
B0005,05126.csv,1.835349194223408,24,3.5437367282719,2.65191689384378,0.228111087522163,-1.816486541884096,0.598033410427442,-2.016573862170142,32.64286193755933,38.81879668981741,3.388173834611566,3651.641,2.39796923076923,3,1.8564874208181568,0.0211382265947488,1.1386140491829022,0.8918198344281203,6.17593475225808,6.437150074886285,6.529489204613285,3.5576277392685,Low,98.86,165,39.01
B0005,05128.csv,1.8352625275821128,24,3.5436661072601456,2.592947964776547,0.2333465027689954,-1.8255891938692528,0.5849720920767387,-2.0159359571668354,32.51487646204882,38.7623045063458,3.395305825857119,3631.563,2.4082886597938145,4,1.8564874208181568,0.0212248932360439,1.1432823620582404,0.9507181424835984,6.247428044296981,6.469278552094842,6.525997951800334,3.5558934232684862,Low,98.86,164,39.29
B0005,05130.csv,1.8346455082120416,24,3.5423432526672167,2.547419651124539,0.2373009622577081,-1.8261139590277584,0.5849781734923365,-2.017425579158831,32.38234901543077,38.66539257343368,3.404666943380702,3629.172,2.408505154639175,5,1.8564874208181568,0.0218419126061151,1.176518211822268,0.994923601542678,6.283043558002909,6.468722461363399,6.521140675708647,3.554441796259508,Low,98.82,163,39.28
B0005,05132.csv,1.8356616600675493,24,3.541334734634757,2.5209480504077413,0.2399322616711474,-1.8168108743168805,0.5982374845560281,-2.0162347618032066,32.43418218230641,38.75169504640032,3.426121786903716,3652.281,2.3962512820512822,6,1.8564874208181568,0.0208257607506074,1.1217830251405392,1.0203866842270155,6.3175128640939135,6.433935455480511,6.527372283132727,3.555868940953166,Low,98.88,162,38.98
B0005,05134.csv,1.8351461429226603,24,3.541025049507521,2.487927319492314,0.2431395702465373,-1.816791144707133,0.598027293280686,-2.01583310669507,32.480416444757985,38.8207012322275,3.4283444842023894,3650.828,2.394646153846154,7,1.8564874208181568,0.0213412778954964,1.1495514408652074,1.0530977300152071,6.340284787469514,6.433302953131402,6.524134042715224,3.555103264051148,Low,98.85,161,38.98
B0005,05136.csv,1.8257567905665533,24,3.554133296801584,2.665204904745877,0.2279099167513015,-1.844341212075406,0.5588480400785013,-2.0166395518034546,32.41046186109587,38.51713023385634,3.3604246400026705,3572.453,2.434628272251309,8,1.8564874208181568,0.0307306302516034,1.6553104484845076,0.888928392055707,6.106668372760474,6.555034512500591,6.504875752579521,3.562838044031584,Low,98.34,160,40.03
B0005,05138.csv,1.8247738529891333,24,3.5529355991467955,2.603858472633368,0.2330679954907623,-1.853972745505648,0.5439173113548029,-2.018357230695621,32.3461408313,38.526267904657,3.3813142741426034,3550.594,2.4485105263157894,9,1.8564874208181568,0.0317135678290234,1.7082565426189231,0.9490771265134276,6.180127073356999,6.587045767354939,6.496645883137735,3.5602471355536367,Low,98.29,159,40.31
B0005,05140.csv,1.824613268496936,24,3.5512057319377,2.552853984885676,0.2373541416710242,-1.853589933851096,0.5437675433297863,-2.016071837814984,32.27679750791685,38.52698128472781,3.3932601951659325,3551.25,2.449652631578948,10,1.8564874208181568,0.0318741523212207,1.716906452680068,0.9983517470520242,6.250183776810964,6.582479197754035,6.493341458617782,3.5587494461041653,Low,98.28,158,40.27
B0005,05142.csv,1.8246195526864504,24,3.549292319740949,2.472448301852732,0.2437430225146571,-1.863380178294828,0.5281400480827111,-2.0160713863396573,32.15709350345252,38.54143406601644,3.428338024143619,3530.25,2.4602222222222223,11,1.8564874208181568,0.0318678681317063,1.7165679537791954,1.076844017888217,6.384340562563921,6.613680955579354,6.485540887065004,3.554462012377385,Low,98.28,157,40.54
B0005,05145.csv,1.814201935767392,24,3.559759220648976,2.64956413267546,0.2294762470979779,-1.8729688102878943,0.5130716590837109,-2.016851865845563,32.36407129853099,38.52197451768004,3.372628957375283,3491.016,2.4758021390374334,12,1.8564874208181568,0.0422854850507647,2.2777146010571685,0.910195087973516,6.157903219149056,6.667317992410275,6.465476052386707,3.5638127845188667,Low,97.72,156,41.0
B0005,05147.csv,1.8137521577549047,24,3.558081969139198,2.5724981777366227,0.235240978233635,-1.8826095043160835,0.4956165132448094,-2.016393908986775,32.3181954403762,38.582485834057856,3.38303475344598,3470.281,2.493279569892473,13,1.8564874208181568,0.042735263063252,2.3019419676120694,0.9855837914025752,6.264290393681655,6.69847893223714,6.457112268734121,3.560085230568024,Low,97.7,155,41.27
B0005,05149.csv,1.8134404914735824,24,3.555692244172496,2.5249886697730286,0.2385534552786928,-1.8825367876363648,0.4956211462224087,-2.0158117255163046,32.15709029211502,38.52029413487392,3.4352703228831944,3470.0,2.4930591397849464,14,1.8564874208181568,0.0430469293445743,2.3187299230717917,1.0307035743994677,6.3632038427589,6.693721455168028,6.452003735953626,3.5578800441975336,Low,97.68,154,41.23
B0005,05151.csv,1.8025980036306504,24,3.562746818017503,2.694621861688723,0.2245337571832233,-1.8817935155260213,0.4967589302069122,-2.0193509920362724,32.044070003146096,38.21358592965045,3.369577367933261,3450.297,2.493508108108108,15,1.8564874208181568,0.0538894171875063,2.9027623124834987,0.8681249563287796,6.169515926504353,6.704353859606303,6.425558891316125,3.564610011979527,Low,97.1,153,41.32
B0005,05153.csv,1.80210690024615,24,3.5614521756489204,2.64010141737067,0.2285918114151638,-1.8921861285036712,0.4783175942794847,-2.0164420273602586,31.93159367491153,38.1983618706913,3.3944813682353794,3429.407,2.5033804347826085,16,1.8564874208181568,0.0543805205720067,2.929215676992906,0.9213507582782504,6.266768195779772,6.738930404092107,6.419593083418417,3.5622709632494964,Low,97.07,152,41.62
B0005,05155.csv,1.802579500826209,24,3.5603420474985823,2.573903509838096,0.2336151721811594,-1.9027629207037409,0.4583670956269601,-2.016465255161054,31.941655359029298,38.31926916027133,3.410138436875302,3409.484,2.5137704918032786,17,1.8564874208181568,0.0539079199919476,2.903758969085304,0.9864385376604864,6.377613801242035,6.774486833002739,6.415973462592642,3.559328983632562,Low,97.1,151,41.92
B0005,05157.csv,1.8030683142834096,24,3.5591189041401865,2.4942396831720126,0.239395023298654,-1.913347060582244,0.4370967010164596,-2.0181069603406625,31.965008645476725,38.4787542519308,3.42421539021763,3390.422,2.5288736263736262,18,1.8564874208181568,0.0534191065347471,2.877428951886205,1.064879220968174,6.513745606454076,6.809829693499323,6.413387891414823,3.556930062277582,Low,97.12,150,42.23
B0005,05159.csv,1.802777624719604,24,3.557886771846508,2.4556793246645583,0.2421163852190815,-1.9131602105481536,0.437393752193808,-2.0170254305215485,31.966241678512723,38.54659017774874,3.4428404616047628,3390.281,2.529324175824176,19,1.8564874208181568,0.0537097960985528,2.893086993009782,1.1022074471819496,6.580348499236017,6.806807405532355,6.410274949343234,3.555776853143637,Low,97.11,149,42.2
B0005,05162.csv,1.8470259949329195,24,3.5520375235511907,2.632142800798914,0.2347778294843276,-1.8553455745575973,0.5414698544768106,-2.01684718332263,32.37143341978575,38.44749852224995,3.367045402578324,3591.734,2.4483229166666667,20,1.8564874208181568,0.0094614258852372,0.5096412601097817,0.9198947227522768,6.076065102464199,6.590257099983229,6.575125137430879,3.5598443960555493,Low,99.49,148,40.33
B0005,05166.csv,1.847417311283644,24,3.5525668436897124,2.5027764692056795,0.2448173475304705,-1.8746995273150973,0.5092300236214019,-2.016190951623346,32.70024990461686,38.992275791716615,3.423475752251563,3552.297,2.474068421052632,21,1.8564874208181568,0.0090701095345127,0.4885629405727669,1.049790374484033,6.292025887099754,6.659995382620391,6.571744893804518,3.5572606436378265,Low,99.51,147,40.93
B0005,05170.csv,1.8361774213478947,24,3.55679403832704,2.617507742871704,0.2337389126892703,-1.8738272127883848,0.5103730187309344,-2.016760348146938,32.32266411829938,38.51424197364312,3.404198992305272,3531.578,2.480037037037037,22,1.8564874208181568,0.020309999470262,1.094001459019387,0.9392862954553364,6.191577855343738,6.664817459300702,6.538145198133959,3.5607371717567795,Low,98.91,146,40.98
B0005,05174.csv,1.825780747577624,24,3.5614100044534203,2.694074478000972,0.2254499468391753,-1.883193546754683,0.4943730360583862,-2.0160230713598764,31.98795810666763,38.165816144899125,3.4134139076577568,3492.907,2.4924491978609624,23,1.8564874208181568,0.0307066732405327,1.654020000146314,0.867335526452448,6.177858038231495,6.706824337734248,6.5073093547339775,3.564124204599937,Low,98.35,145,41.34
B0005,05178.csv,1.8251136435078368,24,3.556610794781798,2.6237674644021887,0.23129045070961,-1.873239184822504,0.5118130466075484,-2.01719076462715,31.894456524691385,38.16526203587147,3.44564206028333,3511.594,2.4792606382978724,24,1.8564874208181568,0.0313737773103199,1.689953670490992,0.9328433303796096,6.270805511180086,6.662382705947974,6.49877309330852,3.5607498286068315,Low,98.31,144,40.96
B0005,05182.csv,1.825581504220376,24,3.5586742170266272,2.5010798299873738,0.2391092244793281,-1.9139593751505897,0.4348648966308472,-2.016114862565665,31.78039681801023,38.27549578575718,3.4543490512089248,3431.9370000000054,2.5292119565217392,25,1.8564874208181568,0.0309059165977807,1.6647522763262497,1.0575943870392537,6.495098967746948,6.811157880784798,6.49318465108527,3.556776093575849,Low,98.34,143,42.24
